Chuyên khoa,URL,Title
Nhi,https://www.vinmec.com/vie/bai-viet/khoc-da-de-o-tre-em-nhung-dieu-can-biet-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/su-dung-am-nhac-tri-lieu-de-phat-trien-ngon-ngu-cho-tre-roi-loan-pho-tu-ky-phan-1-vi,"Sử dụng âm nhạc trị liệu để phát triển ngôn ngữ cho trẻ rối loạn phổ tự kỷ - Phần 1Âm nhạc trị liệu từ lâu đã được sử dụng để giúp trẻ rối loạn phổ tự kỷ phát triển ngôn ngữ, tăng khả năng giao tiếp và tương tác với mọi người xung quanh. Âm nhạc trị liệu cho trẻ tự kỷ là những hoạt động dạy học về âm nhạc như múa, hát, nhảy, chơi nhạc cụ, trò chơi dân gian, nghe nhạc..Xem thêm"
Nhi,https://www.vinmec.com/vie/bai-viet/mot-so-bien-phap-phat-trien-ky-nang-tu-phuc-vu-cho-tre-tu-ky-tai-gia-dinh-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/cung-con-hoc-noi-giai-doan-tre-1-3-tuoi-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/huong-dan-lua-chon-do-choi-va-do-dung-can-thiep-cho-tre-co-nhu-cau-dac-biet-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/nguyen-nhan-khien-tre-so-sinh-bi-suy-ho-hap-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/nguy-co-beo-phi-o-tre-em-do-dung-thuoc-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-bi-dai-dat-nguyen-nhan-va-cach-dieu-tri-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/cung-con-hoc-noi-giai-doan-tre-tu-0-1-tuoi-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-bi-bi-tieu-phai-lam-sao-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-11-thang-tuoi-che-do-dinh-duong-va-cham-soc-rang-mieng-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tang-dong-giam-chu-y-adhd-khac-gi-roi-loan-thieu-tap-trung-add-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/day-tre-tu-ky-ve-su-ghi-nho-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/huong-dan-nuoi-con-bang-sua-me-day-du-nhat-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/nguyen-nhan-khien-tre-so-sinh-bi-nghet-mui-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-bi-dau-bung-khi-nao-nen-di-kham-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/su-dung-am-nhac-tri-lieu-de-phat-trien-ky-nang-giao-tiep-xa-hoi-danh-cho-tre-roi-loan-pho-tu-ky-phan-2-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/nhan-biet-va-phong-ngua-thieu-hut-vi-chat-o-tre-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/yoga-thien-tri-lieu-nhung-dieu-can-biet-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-bi-ho-co-dom-kho-khe-thi-phai-lam-nao-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/roi-loan-tam-o-tre-em-nhung-dieu-can-biet-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/meo-de-tam-be-an-toan-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-bi-dau-bung-dung-chu-quan-vi,"Trẻ bị đau bụng: Đừng chủ quanBài viết được tư vấn chuyên môn bởi Thạc sĩ, Bác sĩ nội trú Đặng Thị Ngoan - Bác sĩ Nhi - Sơ sinh - Khoa Nhi - Sơ sinh - Bệnh viện Đa khoa Quốc tế Vinmec Hạ Long. Nhiều cha mẹ không nghĩ rằng đau bụng còn có thể là triệu chứng của một bệnh lý nào đó ở trẻ. Nếu không được chẩn đoán và điều trị kịp thời, sẽ xuất hiện những biến chứng nguy hiểm cho trẻ.Xem thêm"
Nhi,https://www.vinmec.com/vie/bai-viet/cac-van-de-khi-an-dam-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/cot-moc-quan-trong-cua-be-biet-noi-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tim-hieu-ve-hoi-chung-reye-o-tre-so-sinh-va-tre-em-vi,"Tìm hiểu về hội chứng Reye ở trẻ sơ sinh và trẻ emHội chứng Reye ở trẻ sơ sinh và trẻ em là bệnh tổn thương não cấp tính, gan thoái hoá mỡ đa số sau nhiễm virus cấp tính. Mặc dù nguyên nhân của bệnh chưa rõ ràng, nhưng có một số dấu hiệu như: sốt, phát ban, tiêu chảy... giúp cho chẩn đoán. Điều trị bệnh sớm giúp trẻ cải thiện tình trạng sức khoẻ và phục hồi sớm.Xem thêm"
Nhi,https://www.vinmec.com/vie/bai-viet/chung-vu-o-tre-so-sinh-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/dot-quy-thieu-mau-nao-cuc-bo-o-thoi-ky-chu-sinh-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/dieu-gi-se-xay-ra-tu-khi-tre-sinh-ra-den-3-tuoi-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/dieu-tri-dot-quy-thieu-mau-cuc-bo-dong-mach-nao-o-tre-em-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/vai-tro-cua-hoat-dong-chu-dao-trong-su-phat-trien-tam-ly-cua-tre-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-19-thang-tuoi-che-do-dinh-duong-va-cham-soc-rang-mieng-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/benh-phuc-tap-o-tre-em-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/dot-quy-thieu-mau-cuc-bo-dong-mach-nao-o-tre-em-lam-sang-va-chan-doan-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/dac-diem-mien-dich-cua-tre-so-sinh-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tong-quan-ve-hoi-chung-floating-harbor-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/hep-da-quy-dau-nhung-van-de-phu-huynh-quan-tam-vi,"Hẹp da quy đầu: Những vấn đề phụ huynh quan tâmHẹp da quy đầu được định nghĩa là tình trạng không thể tụt hoàn toàn da quy đầu đến rãnh quy đầu. Đây là một tình trạng sinh lý bình thường, tuy nhiên cần lưu ý khi mức độ hẹp ảnh hưởng đến sinh hoạt của trẻ.Xem thêm"
Nhi,https://www.vinmec.com/vie/bai-viet/veo-co-o-tre-nho-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/nguyen-nhan-khien-tre-thieu-tap-trung-khi-hoc-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/khong-dung-nap-lactose-o-tre-nhung-dieu-me-cha-can-biet-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/nguyen-nhan-kho-khe-o-tre-em-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/so-luong-va-tan-suat-cho-be-bu-sua-cong-thuc-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/cac-loai-rung-toc-o-tre-em-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/co-che-soc-trong-sot-xuat-huyet-vi,Cơ chế sốc trong sốt xuất huyếtCơ chế sốc trong sốt xuất huyết là một biến chứng nguy hiểm và có tỷ lệ tử vong cao. Bệnh sốt xuất huyết nghiêm trọng thường xảy ra do nhiễm trùng thứ phát với một chủng virus khác.Xem thêm
Nhi,https://www.vinmec.com/vie/bai-viet/tim-phuong-phap-luyen-ngu-phu-hop-cho-be-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/phai-lam-gi-neu-be-khong-thich-tam-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/cho-tre-sinh-non-bu-sua-me-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/cac-bai-tap-duc-tot-cho-tam-trang-tre-em-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tieu-dam-chan-doan-va-dieu-tri-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-di-ngoai-ra-mau-khi-nao-nguy-hiem-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/nhung-dau-hieu-canh-bao-tre-co-nguy-co-tu-ky-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/hoi-chung-cushing-o-tre-em-nhung-dieu-can-biet-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/10-dieu-co-ban-can-biet-ve-benh-lao-o-tre-so-sinh-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/nhung-van-de-thuong-gap-o-khu-vuc-cham-soc-dac-biet-danh-cho-tre-sinh-non-nicu-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/cha-me-can-lam-gi-khi-biet-con-mac-hoi-chung-tre-tu-ky-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/gioi-thieu-bo-cau-hoi-sang-loc-tu-ky-m-chat-rf-tu-16-36-thang-tuoi-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/bi-quyet-nuoi-duong-mot-giac-ngu-ngon-cho-tre-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/loi-ich-cua-san-choi-ngoai-troi-doi-voi-tre-em-gap-kho-khan-ve-van-de-tam-ly-vi,"Lợi ích của sân chơi ngoài trời đối với trẻ em gặp khó khăn về vấn đề tâm lýTrẻ mắc bệnh tự kỷ, chậm nói, tăng động giảm chú ý phần lớn là do hạn chế tiếp xúc, giao tiếp với thế giới bên ngoài khiến trẻ chậm phát triển cả về thể chất và tinh thần. Ngược lại nếu trẻ được vui chơi - giải trí - khám phá sẽ giúp trẻ học hỏi, tự tin, năng động, đồng thời phát triển được các kỹ năng toàn diện. Vì thế, việc cho trẻ ra ngoài sân chơi, tiếp xúc với thiên nhiên sẽ đem lại nhiều lợi ích lớn về sau.Xem thêm"
Nhi,https://www.vinmec.com/vie/bai-viet/co-giat-do-sot-tre-nho-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/cai-sua-dot-ngot-co-hai-cho-be-khong-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/10-dieu-co-ban-can-biet-ve-ho-ga-o-tre-so-sinh-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/benh-viem-nang-long-o-tre-em-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/dot-quy-thieu-mau-cuc-bo-dong-mach-nao-o-tre-em-nguyen-nhan-va-yeu-nguy-co-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/nhung-dieu-co-ban-ve-lich-trinh-cho-tre-so-sinh-cach-bat-dau-thoi-quen-cho-tre-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/huong-dan-bang-pha-ml-sua-cho-be-theo-tuoi-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/su-phat-trien-cua-tre-o-thang-thu-16-sau-sinh--vi,
Nhi,https://www.vinmec.com/vie/bai-viet/cac-nguyen-nhan-cap-tinh-gay-kho-khe-tre-em-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tang-cuong-he-mien-dich-cho-tre-mam-non-mau-giao-vi,"Tăng cường hệ miễn dịch cho trẻ mầm non - mẫu giáoTrẻ nhỏ thường dễ bị bệnh khi đi mầm non – mẫu giáo. Đây là nỗi lo ngại lớn nhất của nhiều bố mẹ khi cân nhắc cho trẻ đến trường. Nhiều bé có tần suất bệnh dày đặc, không những tác động đến sức khoẻ, tăng trưởng của các bé mà còn xáo trộn toàn bộ cuộc sống - công việc của cả gia đình.Xem thêm"
Nhi,https://www.vinmec.com/vie/bai-viet/chien-luoc-giup-tre-tu-ky-nang-cao-kha-nang-nhan-biet-cam-xuc-cua-ban-va-nguoi-khac-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/cham-soc-khi-bi-moc-mun-o-hau-mon-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/nhiem-trung-duong-ho-hap-tren-o-tre-em-co-nguy-hiem-khong-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-bu-me-van-bi-tao-bon-vi-sao-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/dau-hieu-tram-cam-o-tuoi--day-thi-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/uong-kem-va-canxi-cung-luc-duoc-khong-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/loi-ich-cua-tuong-tac-xa-hoi-hien-qua-nhom-tre-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-so-sinh-bi-tieu-chay-nhung-dieu-can-biet-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/vi-sao-khi-thay-doi-thoi-tiet-tre-ho-nhieu-kho-dut-diem-vi,"Vì sao khi thay đổi thời tiết, trẻ ho nhiều, khó dứt điểm?Về mặt y học, ho là phản xạ cần thiết có tác dụng bảo vệ cơ thể, khi có yếu tố xâm nhập đường thở, hô hấp sẽ kích thích trẻ bị ho. Trong quá trình sinh hoạt cuộc sống hàng ngày, có rất nhiều tác nhân có thể lọt vào đường thở khiến trẻ bị ho để tống dị vật ra ngoài.Xem thêm"
Nhi,https://www.vinmec.com/vie/bai-viet/nhan-dien-dau-hieu-tre-bi-tac-ruot-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/nhiem-trung-mau-o-tre-em-co-chua-duoc-khong-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-so-sinh-di-may-bay-nhung-dieu-can-luu-y-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tu-nhan-dien-benh-thieu-mau-huyet-tan-o-tre-thalassemia-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/coi-chung-chung-veo-co-o-tre-nho-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-moc-rang-som-co-anh-huong-gi-cach-cham-soc-nhu-nao-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-nho-cung-co-mac-vien-thi-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-co-mac-tay-chan-mieng-ma-khong-sot-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/nhan-dien-dung-trieu-chung-viem-hong-o-tre-so-sinh-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/nhiem-trung-mau-so-sinh-nhung-dieu-can-biet-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/su-cham-phat-trien-o-tre-em-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/thiet-ke-gio-can-thiep-cho-tre-tu-ky-nhu-the-nao-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/canh-giac-tre-tram-cam-vi-ap-luc-gia-dinh-vi,"Cảnh giác trẻ trầm cảm vì áp lực gia đìnhTrẻ em là đối tượng có tâm lý nhạy cảm, dễ bị tác động bởi các yếu tố bên ngoài đặc biệt từ chính những người thân trong gia đình. Bởi những áp lực đến từ gia đình mà người lớn không chú ý đến cảm xúc của trẻ nhỏ. Trẻ cũng có thể cảm thấy căng thẳng và đôi khi là có thể bị trầm cảm bởi những áp lực từ gia đình.Xem thêm"
Nhi,https://www.vinmec.com/vie/bai-viet/tre-bi-tao-bon-nen-an-rau-gi-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/uong-qua-do-co-la-dau-hieu-som-dan-den-chung-tu-ky-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/benh-nang-tre-em-di-truyen-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/nhan-biet-ban-do-nhiem-doc-o-tre-so-sinh-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/huong-dan-ve-sinh-bao-quy-dau-cho-tre-so-sinh-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-nhiem-khuan-huyet-tu-cau-co-dau-hieu-gi-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/nguyen-nhan-tre-moc-mun-o-dau-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/nhiet-do-chuan-de-pha-sua-cong-thuc-vi,"Nhiệt độ chuẩn để pha sữa công thứcSau khi đã cẩn thận chọn mua sữa công thức dành cho trẻ sơ sinh, bước tiếp theo bạn cần làm là pha sữa đúng cách. Nhiều bậc cha mẹ băn khoăn nhiệt độ pha sữa cho trẻ sơ sinh ở mức nào sẽ đảm bảo dinh dưỡng hợp lý và tránh rủi ro liên quan đến thực phẩm.Xem thêm"
Nhi,https://www.vinmec.com/vie/bai-viet/tre-hay-khoc-dem-khi-nao-la-bat-thuong-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/co-nen-ve-sinh-bao-quy-dau-bang-nuoc-muoi-cho-tre-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/uong-vitamin-a-co-tac-dung-gi-cho-tre-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/ve-sinh-vet-thuong-sau-khi-cat-bao-quy-dau-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tuoi-nao-tre-co-the-phau-thuat-cat-amidan-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/co-nen-tiet-trung-binh-sua-bang-nuoc-dun-soi-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-so-sinh-bi-ho-khi-nao-can-dua-di-kham-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/dau-hieu-va-cach-cham-soc-tre-so-sinh-bi-viem-duong-ho-hap-tren-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/co-can-khu-clo-trong-nuoc-pha-sua-cua-tre-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/nhiem-trung-huyet-o-tre-dau-la-nguyen-nhan-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/nen-lam-gi-khi-tre-1-thang-tuoi-bi-ho-nghet-mui-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/nuoi-duong-tre-di-ung-dam-sua-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-ngu-ngay-khi-nao-thi-dang-lo-vi,"Trẻ ngủ ngáy: Khi nào thì đáng lo?Ngủ ngáy ở trẻ có thể dẫn đến nguy cơ rối loạn thở khi ngủ và rối loạn thở khi ngủ có thể dẫn đến nhiều tác hại cho trẻ ảnh hưởng tới sự phát triển về thể chất, tinh thần lẫn trí tuệ của trẻ.Xem thêm"
Nhi,https://www.vinmec.com/vie/bai-viet/tre-sinh-non-tang-can-nhu-nao-la-binh-thuong-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/vi-sao-con-nhieu-ma-van-cham-tang-can-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/chay-mau-mui-o-tre-nho-nhung-dieu-can-biet-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/nhan-biet-con-dau-bung-o-tre-so-sinh-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-bi-ho-keo-dai-khi-nao-can-di-kham-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/nhan-dien-dau-hieu-bai-nao-o-tre-duoi-1-tuoi-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/nguyen-nhan-va-dau-hieu-tre-bi-benh-bai-nao-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-bi-nhiem-khuan-ho-hap-nhan-dien-dau-hieu-nguy-hiem-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-bi-kiet-ly-nguyen-nhan-dau-hieu-va-cach-dieu-tri-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/hay-de-cho-con-duoc-om-de-truong-thanh-vi,"Hãy để cho con “được” ốm để trưởng thành!Trẻ sơ sinh đến khi được 6 tháng tuổi thì lượng sữa mẹ có đủ kháng thể để bảo vệ, ngăn cản tác nhân gây bệnh cho trẻ. Tuy nhiên, từ 6-3 tuổi thì miễn dịch của mẹ đã giảm, trong khi đó miễn dịch của con còn yếu nên rất dễ gây bệnh, khiến cho trẻ bị ốm, sốt.Xem thêm"
Nhi,https://www.vinmec.com/vie/bai-viet/tre-bi-sot-co-nen-dong-bim-khong-luu-y-cham-soc-tre-khi-bi-sot-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-bi-rom-say-co-tu-het-khong-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/nguyen-nhan-va-cach-dieu-tri-beo-phi-o-tre-em-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/nguyen-nhan-khien-tre-bieng-an-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/de-phong-thieu-mau-nao-o-tre-em-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/cach-giam-dau-khi-moc-rang-cho-be-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tang-can-kem-o-tre-so-sinh-va-tre-em-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/nguyen-nhan-va-cach-tri-nac-cut-so-sinh-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-bi-sot-khi-nao-nen-dua-be-di-kham-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-bi-sot-phat-ban-co-nguy-hiem-khong-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/nhan-biet-phong-ngua-hen-suyen-o-tre-so-sinh-vi,"Nhận biết và phòng ngừa hen suyễn ở trẻ sơ sinhHen suyễn ở trẻ sơ sinh (còn gọi là hen phế quản ở trẻ sơ sinh) là bệnh viêm mạn tính đường thở xảy ra ở trẻ sơ sinh. Đây là một bệnh hô hấp thường gặp, khi xuất hiện cơn hen suyễn, lớp niêm mạc phế quản sẽ bị sưng, viêm và bị kích ứng. Sự co thắt, phù nề, viêm nhiễm sẽ làm đường dẫn khí thu hẹp lại, lưu lượng không khí ra vào phổi bị giảm.Xem thêm"
Nhi,https://www.vinmec.com/vie/bai-viet/tre-bi-sot-kem-dau-bung-non-canh-giac-viem-ruot-thua-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-bi-viem-hong-sot-may-ngay-thi-nen-dua-di-vien-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-chay-mau-cam-thuong-xuyen-co-nguy-hiem-khong-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-hay-khoc-dem-vi-sao-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-sinh-non-thuong-gap-nhung-van-de-suc-khoe-nao-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-nhiem-vi-khuan-hp-khi-nao-nen-dieu-tri-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-em-bao-nhieu-duong-moi-ngay-la-du-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-bi-sot-co-nen-nam-dieu-hoa-khong-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-bi-sot-ve-chieu-va-dem-canh-giac-sot-virus-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-cham-noi-noi-lap-phai-lam-gi-kham-o-dau-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-co-bi-nhiem-benh-tay-chan-mieng-nhieu-lan-khong-vi,"Trẻ có thể bị nhiễm bệnh tay chân miệng nhiều lần không?Bệnh tay chân miệng là một bệnh truyền nhiễm cấp tính thường gặp ở trẻ em dưới 10 tuổi, đặc biệt là trẻ 3 -5 tuổi. Biểu hiệu bệnh đặc trưng bởi sốt, đau họng và nổi ban có bọng nước ở tay, chân, miệng và thường tiến triển đến loét. Các tổn thương này có thể thấy ở lưỡi, nướu và bên trong má.Xem thêm"
Nhi,https://www.vinmec.com/vie/bai-viet/tre-da-bi-viem-phoi-viem-tai-giua-co-tiem-duoc-vac-xin-phe-cau-synflorix-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-em-cung-co-mac-benh-tieu-duong-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/nguyen-nhan-va-trieu-chung-tre-bi-nhiem-giun-san-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/xu-ly-tre-bi-tieu-chay-cap-the-nao-va-khi-nao-nen-dua-tre-di-vien-gap-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-em-can-kiem-tra-nhung-gi-khi-kham-suc-khoe-tong-quat-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-bi-viem-da-co-dia-cham-soc-nao-cho-dung-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-nao-duoc-coi-la-day-thi-som-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/du-con-bang-dien-thoai-coi-chung-hau-qua-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/tre-phat-trien-ngon-ngu-nao-trong-4-nam-dau-doi-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/vai-tro-cua-taurine-trong-sua-me-voi-su-phat-trien-cua-tre-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/em-be-non-tro-nhieu-co-binh-thuong-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/sua-me-va-sua-cong-thuc-uong-cach-nhau-bao-lau-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/khi-con-gai-ban-13-tuoi-nhung-dieu-ban-va-be-can-biet-vi,
Nhi,https://www.vinmec.com/vie/bai-viet/khi-con-gai-ban-15-tuoi-nhung-dieu-ban-va-be-can-biet-vi,
